,EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,31-35,36-43,44+,No,Yes,Travel_Frequently,Travel_Rarely,Research & Development,Sales,Life Sciences,Marketing,Medical,Other,Technical Degree,Male
1203,1689,44+,No,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,7005,3,No,15,3,3,0,11,2,3,4,3,1,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
1204,1691,44+,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2655,2,Yes,11,3,3,2,19,3,3,9,7,7,7,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
1205,1692,31-35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1393,1,No,12,3,1,0,1,2,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
1206,1693,18-30,No,Non-Travel,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,2570,1,No,20,4,3,0,7,5,3,7,7,5,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1207,1694,44+,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,1,Research Scientist,2,Divorced,3537,5,No,12,3,4,1,8,1,3,4,2,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
1208,1696,31-35,No,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,2,Laboratory Technician,4,Married,3986,1,No,14,3,3,1,15,3,4,15,10,4,13,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1209,1697,44+,No,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,3,Healthcare Representative,4,Divorced,10883,3,No,20,4,3,1,19,2,4,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
1210,1698,31-35,No,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,1,No,18,3,4,3,14,6,3,14,11,2,13,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1211,1700,36-43,No,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,9525,1,No,14,3,3,2,6,2,2,6,3,1,3,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
1212,1701,31-35,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,1,Research Scientist,4,Married,2929,1,No,12,3,2,0,10,3,3,10,9,8,7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1213,1702,18-30,Yes,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,21,4,2,1,3,2,3,3,2,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1214,1703,36-43,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,7879,1,Yes,19,3,2,1,9,2,3,8,7,6,7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
1215,1704,31-35,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,1,Research Scientist,4,Single,4930,0,Yes,14,3,3,0,6,2,4,5,4,1,4,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1216,1706,36-43,No,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Executive,4,Married,7847,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
1217,1707,18-30,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,1,Research Scientist,3,Married,4401,1,No,16,3,4,1,5,1,3,5,3,0,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1218,1708,36-43,No,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,3,Sales Executive,3,Single,9241,1,No,12,3,2,0,10,3,3,10,8,8,7,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1219,1709,18-30,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,2974,9,No,17,3,3,1,9,2,3,5,3,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1220,1710,31-35,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,3,No,15,3,3,0,17,2,2,13,7,6,7,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1221,1712,44+,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,10748,3,No,23,4,4,1,25,3,2,23,15,14,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
1222,1714,18-30,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,1,1,Human Resources,3,Married,1555,1,No,11,3,3,1,1,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1223,1716,44+,Yes,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,4,Sales Executive,3,Married,12936,7,No,11,3,3,0,25,3,1,23,5,14,10,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
1224,1718,18-30,No,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,3,3,4,3,2,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1225,1719,44+,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,4,Research Director,2,Single,16704,1,No,11,3,3,0,21,2,3,21,6,8,6,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
1226,1720,31-35,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,3,1,Research Scientist,3,Married,3433,6,No,13,3,1,1,10,3,2,5,2,1,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1227,1721,18-30,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,3477,1,No,14,3,4,1,6,2,4,5,2,0,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1228,1722,36-43,No,Non-Travel,Human Resources,4,3,Human Resources,3,Male,1,2,Human Resources,2,Married,6430,6,No,19,3,2,1,10,4,3,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1229,1724,36-43,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,2,1,18,3,3,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
1230,1725,18-30,No,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,3907,1,No,13,3,2,3,6,2,4,6,2,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1231,1727,44+,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,6,No,14,3,4,0,19,3,3,10,7,0,9,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
1232,1728,31-35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6883,2,No,16,3,2,1,17,3,3,7,7,0,7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1233,1729,18-30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2862,1,No,12,3,2,1,10,2,2,10,0,0,8,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1234,1731,44+,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,4978,7,No,11,3,4,1,4,3,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
1235,1732,44+,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,2,1,13,5,2,10,6,0,3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
1236,1733,31-35,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,2,Sales Executive,1,Divorced,6134,5,Yes,13,3,2,3,16,3,3,2,2,2,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1237,1734,31-35,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,2,Sales Executive,2,Single,6735,6,No,15,3,2,0,10,2,3,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1238,1735,18-30,No,Travel_Rarely,Research & Development,4,1,Medical,3,Female,3,1,Laboratory Technician,2,Single,3295,1,No,13,3,3,0,3,3,1,3,2,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1239,1736,18-30,No,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,5238,2,No,20,4,4,0,9,3,2,5,4,1,4,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1240,1737,36-43,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Married,6472,1,Yes,15,3,4,1,9,2,3,9,8,5,8,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1241,1739,31-35,No,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,3,Sales Executive,3,Married,9610,3,No,13,3,3,1,10,2,1,4,3,0,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1242,1740,36-43,No,Travel_Rarely,Sales,7,4,Medical,2,Male,3,5,Manager,2,Single,19833,1,No,14,3,2,0,21,3,2,21,8,12,8,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
1243,1744,44+,No,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,9756,4,No,21,4,3,2,9,2,4,5,0,0,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
1244,1745,18-30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,4968,0,No,16,3,4,0,10,2,3,9,7,0,7,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1245,1746,18-30,No,Travel_Frequently,Human Resources,10,3,Medical,1,Male,3,1,Human Resources,4,Married,2145,0,No,14,3,4,1,3,2,3,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1246,1747,18-30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,2180,6,No,11,3,3,1,6,0,2,4,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1247,1749,18-30,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,8346,1,No,19,3,3,1,6,3,3,5,2,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
1248,1751,18-30,No,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,3445,1,No,11,3,3,0,6,5,2,6,2,1,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1249,1752,18-30,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,1,Sales Representative,2,Single,2760,1,No,13,3,3,0,2,3,3,2,2,2,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1250,1753,18-30,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,4,2,Healthcare Representative,3,Single,6294,8,Yes,12,3,4,0,10,5,4,3,2,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1251,1754,18-30,No,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,7140,2,No,11,3,1,1,12,2,3,7,7,1,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1252,1755,31-35,No,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,1,Research Scientist,4,Married,2932,0,Yes,14,3,1,3,6,3,3,5,0,1,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1253,1756,31-35,No,Non-Travel,Sales,2,3,Marketing,4,Female,3,2,Sales Executive,2,Single,5147,8,No,15,3,4,0,13,2,2,11,7,1,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1254,1757,44+,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Executive,4,Single,4507,3,No,12,3,3,0,8,1,4,5,1,0,4,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
1255,1758,31-35,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,3,Sales Executive,1,Single,8564,2,Yes,20,4,3,0,11,2,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
1256,1760,36-43,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,2468,4,No,14,3,2,1,9,4,2,6,1,0,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1257,1761,18-30,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,3,Sales Executive,3,Married,8161,2,No,13,3,1,3,10,2,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1258,1762,18-30,No,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,2109,1,No,13,3,3,1,1,2,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1259,1763,18-30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,5294,3,No,16,3,3,1,10,3,3,7,0,1,7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1260,1764,31-35,No,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,3,1,Research Scientist,2,Single,2718,2,No,14,3,2,0,12,3,3,7,7,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1261,1766,36-43,No,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,3,1,15,2,3,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1262,1767,36-43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,2,1,Research Scientist,3,Married,2437,9,Yes,16,3,4,1,6,4,3,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1
1263,1768,36-43,No,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,1,Laboratory Technician,2,Divorced,2766,8,No,22,4,2,3,7,6,2,5,3,0,4,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1264,1770,44+,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,5,Research Director,1,Married,19038,8,No,12,3,2,3,34,2,3,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
1265,1771,31-35,No,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,3,2,Research Scientist,2,Divorced,3055,5,No,15,3,4,2,11,2,2,9,8,1,7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1266,1772,36-43,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Divorced,2289,1,No,20,4,2,2,5,2,3,5,3,0,4,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1267,1774,31-35,No,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,2,Sales Executive,3,Divorced,4001,1,Yes,14,3,3,1,15,3,3,15,14,0,7,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1268,1775,44+,No,Non-Travel,Research & Development,1,4,Medical,1,Female,2,4,Manufacturing Director,3,Married,12965,4,Yes,20,4,4,3,27,2,2,3,2,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1269,1778,36-43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,1,Human Resources,4,Single,3539,0,No,13,3,2,0,10,5,3,9,7,1,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1270,1779,31-35,No,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,2,Sales Executive,4,Single,6029,5,No,12,3,1,0,6,3,3,2,2,2,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1271,1780,18-30,Yes,Travel_Rarely,Sales,7,1,Marketing,2,Male,3,1,Sales Representative,2,Single,2679,1,No,13,3,2,0,1,3,3,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1272,1782,36-43,No,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,1,Laboratory Technician,3,Married,3702,1,No,11,3,2,1,5,3,3,5,4,0,4,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
1273,1783,18-30,Yes,Travel_Rarely,Research & Development,8,1,Medical,3,Female,3,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,3,0,1,6,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
1274,1784,18-30,No,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Executive,4,Married,5468,1,No,14,3,1,2,13,3,3,12,7,5,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1275,1786,44+,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,3,3,Manager,3,Married,13116,2,No,11,3,4,0,15,2,3,2,2,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
1276,1787,36-43,No,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,2,Sales Executive,2,Married,4189,1,No,14,3,1,2,5,2,3,5,2,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1277,1789,44+,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,5,Research Director,4,Divorced,19328,7,Yes,17,3,3,1,24,3,3,2,1,2,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
1278,1790,31-35,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,8321,7,Yes,13,3,4,1,15,1,3,12,8,5,7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1279,1792,36-43,Yes,Travel_Frequently,Research & Development,1,2,Medical,3,Male,3,1,Research Scientist,2,Divorced,2342,1,Yes,12,3,3,3,6,2,2,5,3,2,3,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
1280,1794,36-43,No,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,2,Human Resources,2,Divorced,4071,2,No,13,3,3,0,19,4,2,10,0,4,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1281,1797,31-35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,3,Male,3,2,Sales Executive,4,Single,5813,1,Yes,18,3,4,0,10,2,3,10,7,7,7,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1282,1798,31-35,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Male,4,1,Research Scientist,1,Married,3143,6,No,19,3,2,1,14,1,3,10,8,7,6,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1283,1799,18-30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2044,1,No,11,3,3,1,5,6,4,5,3,0,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1284,1800,36-43,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,3,Research Director,3,Single,13464,7,No,21,4,3,0,9,3,3,4,3,2,2,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1285,1801,44+,No,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,2,Sales Executive,2,Single,7991,8,No,15,3,3,0,6,3,3,2,2,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1286,1802,36-43,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3377,4,No,17,3,4,1,7,5,2,4,3,0,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
1287,1803,36-43,No,Travel_Rarely,Research & Development,13,3,Medical,2,Male,4,2,Healthcare Representative,1,Married,5538,5,No,18,3,3,2,10,2,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1288,1804,31-35,No,Non-Travel,Research & Development,2,2,Medical,2,Male,3,2,Manufacturing Director,4,Divorced,5762,2,No,14,3,3,1,15,6,3,7,7,1,7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1289,1805,36-43,No,Non-Travel,Human Resources,2,3,Human Resources,1,Male,3,1,Human Resources,2,Divorced,2592,5,No,13,3,4,3,13,3,3,11,10,3,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1290,1807,31-35,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,5346,4,No,17,3,3,1,11,3,2,7,1,0,7,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1
1291,1809,36-43,Yes,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,2,Manufacturing Director,1,Single,4213,1,No,15,3,2,0,10,4,1,10,3,0,8,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
1292,1812,36-43,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4127,2,No,18,3,4,1,7,6,3,2,1,2,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
1293,1813,36-43,No,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,3,1,Research Scientist,3,Single,2438,4,No,13,3,3,0,7,2,2,3,2,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1294,1814,36-43,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Male,4,2,Healthcare Representative,2,Single,6870,3,No,12,3,1,0,11,3,1,3,2,1,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1295,1815,36-43,No,Travel_Rarely,Sales,4,1,Marketing,3,Female,3,3,Sales Executive,3,Divorced,10447,0,Yes,13,3,4,1,23,3,4,22,14,13,5,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
1296,1816,18-30,No,Travel_Rarely,Research & Development,10,3,Medical,1,Female,3,3,Manufacturing Director,3,Single,9667,9,No,14,3,2,0,9,3,3,7,7,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1297,1818,18-30,Yes,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,1,Human Resources,2,Married,2148,0,Yes,11,3,3,0,6,3,3,5,1,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1298,1821,44+,Yes,Travel_Rarely,Research & Development,21,2,Medical,4,Female,3,2,Healthcare Representative,2,Married,8926,4,No,22,4,4,1,13,2,4,9,7,3,7,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
1299,1822,36-43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,2,Healthcare Representative,4,Divorced,6513,4,No,17,3,4,1,12,3,3,5,3,0,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
1300,1823,31-35,No,Travel_Rarely,Sales,8,2,Technical Degree,2,Male,4,2,Sales Executive,3,Married,6799,1,No,21,4,3,2,10,5,3,10,8,4,8,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
1301,1824,44+,No,Non-Travel,Sales,2,3,Medical,2,Male,3,4,Manager,2,Divorced,16291,4,No,22,4,4,1,37,0,2,16,9,14,14,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
1302,1826,31-35,No,Travel_Rarely,Research & Development,23,4,Medical,2,Male,1,1,Laboratory Technician,3,Married,2705,0,No,16,3,2,1,6,2,4,5,4,0,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1303,1827,44+,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,3,Manufacturing Director,2,Divorced,10333,8,Yes,12,3,3,1,28,4,3,22,11,14,10,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
1304,1829,36-43,No,Travel_Rarely,Research & Development,12,3,Life Sciences,2,Female,3,2,Healthcare Representative,1,Divorced,4448,2,No,12,3,2,1,15,3,3,7,4,7,7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
1305,1830,44+,No,Travel_Rarely,Research & Development,7,4,Medical,4,Female,3,2,Research Scientist,4,Married,6854,4,No,15,3,2,1,14,2,2,7,1,1,7,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
1306,1833,18-30,No,Travel_Frequently,Sales,7,4,Marketing,1,Female,3,3,Sales Executive,1,Married,9637,2,No,14,3,4,2,9,3,3,3,2,2,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1307,1834,18-30,No,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,1,Research Scientist,1,Married,3591,1,No,25,4,3,1,3,3,3,3,2,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1308,1835,36-43,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,1,2,Sales Representative,4,Married,5405,2,Yes,20,4,1,2,20,4,2,4,2,0,3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
1309,1836,18-30,No,Travel_Rarely,Sales,10,3,Medical,3,Male,3,2,Sales Executive,4,Single,4684,1,No,13,3,1,0,5,4,3,5,3,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1310,1837,44+,No,Travel_Frequently,Research & Development,15,4,Life Sciences,1,Male,3,4,Research Director,3,Married,15787,2,Yes,14,3,2,0,23,3,3,2,2,2,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1311,1839,18-30,No,Non-Travel,Research & Development,14,3,Medical,2,Female,3,1,Research Scientist,3,Single,1514,1,No,16,3,3,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1312,1842,18-30,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,1,Human Resources,1,Married,2956,0,No,17,3,3,0,2,4,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1313,1844,18-30,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,2,1,Human Resources,1,Divorced,2335,4,Yes,15,3,4,3,4,3,3,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1314,1845,44+,No,Non-Travel,Sales,2,4,Life Sciences,3,Female,3,2,Sales Executive,3,Married,5154,4,No,22,4,2,2,10,3,4,8,7,5,7,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1315,1847,31-35,No,Travel_Rarely,Research & Development,2,4,Other,4,Female,3,2,Research Scientist,2,Married,6962,4,Yes,22,4,4,1,15,2,3,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1316,1849,36-43,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,3,2,Sales Executive,4,Married,5675,1,No,20,4,3,1,7,5,3,7,7,7,7,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
1317,1850,18-30,No,Travel_Frequently,Research & Development,5,2,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,2379,0,Yes,14,3,3,0,6,3,2,5,4,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1318,1852,18-30,No,Travel_Frequently,Research & Development,20,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3812,1,No,13,3,2,0,11,3,4,11,8,3,10,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
